,shop_name,rating,numbers_of_rating,price,shop_type,key_words,address,reviews
127,O'Clock Breakfast & Coffee,4.3,152,0,coffee shop,"Breakfast, Cosy, Casual","Prince Faisal Ibn Abdulrahman, Riyadh 13518","['Nice coffee, good price and calm to meeting', 'Greet coffee and environment , for sure will come back agin', 'I liked the drip coffee and the waffle they were really amazing & and the staff were really friendly and generous .']"
128,Starbucks Coffee,4.0,1816,2,coffee shop,none,"Telal Plaza، Anas Ibn Malik Rd, Riyadh 13524","['It was good but they do not have drivethrogh service.', 'Family section is not clean, dust every where, cleaning tables after customers takes long time, it is branch issue', 'If u r looking for cold beverages they got the best. Specially Classic Ice Shaken.']"
129,تيم هورتنز,4.2,503,2,coffee shop,"Cosy, Casual, Groups","Al Urubah Rd, As Sulimaniyah, Riyadh 12245","['excellent coffee but note that ( gold stone ) ice cream is closed now :(', ""The crew didn't offer their free coffee if I will buy 2 sandwiches. I then knew of their promotion after I paid for a latte 😊. There's nothing wrong with asking 😉."", 'The best coffee in the world 🇨🇦❤️ love memories in Canada']"
130,Eleven Cafe,3.0,2,0,coffee shop,"Cosy, Casual",عمر بن عبد العزيز، الربوة، الربوة، Riyadh 12816,"['The cafe didn\'t open yet (still under construction), but what\'s funny that there\'s a 5 star review on this place ""رايق""... …MoreThe cafe didn\'t open yet (still under construction), but what\'s funny that there\'s a 5 star review on this place ""رايق""...Don\'t waste your time driving here until it\'s officially opened.', '(Translated by Google) Elegant(Original)رايق']"
131,STARBUCKS,3.8,12,0,coffee shop,"Cosy, Casual, Groups",شارع العليا، السليمانية، الرياض 12244،,"['Working hours from 8:00am to 10:30pm Friday, 4:00 pm to 10:30', '(Translated by Google) Best Cold Drink:Ice White Moka Frattchino 😋 …More(Translated by Google) Best Cold Drink:Ice White Moka Frattchino 😋(Original)افضل مشروب بارد :آيس وايت موكا فرابتشينو 😋', '(Translated by Google) Pray to the Messenger of AllahPeace be upon him …More(Translated by Google) Pray to the Messenger of AllahPeace be upon him(Original)صلي على رسول الله صل الله عليه وسلم']"
132,Black House,3.8,866,2,coffee shop,"Late-night food, Cosy, Casual",Riyadh 12212,"['Nice but need to improvement', 'Lemon Mint Juice so refreshing', 'It is closed they are moving to another place']"
133,STARBUCKS COFFEE,4.2,1183,2,coffee shop,none,"Mateen Plaza، King Abdul Aziz Rd, Riyadh 13316","['White Moka the best to me😁 (cold blend)', 'Selection of traditional Starbucks offers with local-inspired products. A bit costly, but staff prompt service friendliness is a plus.', 'Good but they don’t have power plug']"
134,STARBUCKS,3.6,93,2,coffee shop,none,"7597-7615 Sakaka, Riyadh 12313 3111","['I came at 2:30 pm the guys are so welcoming and friendly. I really appreciate it. They made really good coffee. Thank you 👍  ', 'Their pizza is very good. But you should try the checken wings it is hilarious.  Also try the checken tenders it is very nice.  Good prices and affordable menu.', 'Nice Atmosphere']"
135,Town Cafe,3.9,637,2,coffee shop,"Cosy, Casual, Groups","Abi Bakr As Siddiq Rd, Riyadh 13313","['Lucky to find this place! on my way to Whoosh kids area nearby. …MoreLucky to find this place! on my way to Whoosh kids area nearby. Fantastic ""Long Black"" , not on the menu but with instruction, they made it for me!Long black allows you to enjoy the bean! All of it\'s aroma! Didn\'t have time to stop for dessert, but the ""Lazy Tart"" looked fantasticThanks', 'Online Meeting Coffee Positives: …MoreOnline Meeting Coffee Positives:Location (easy to get there).Integrated multiple services (mobile and electronics with coffee).Helpful staff.Tasty cappuccino.Areas of Improvement:Crowded.Disorganized especially singles’ areas.Noisy.Single males are NOT allowed to go the up floor whereas it’s limited to family, despite it is allowed for single females.Expensive.Car parking are limited.', 'Pistachio pudding is yummy, coffee is great the place is so good for studying it also offers outdoor seating but the lighting at nigh too dim']"
136,Starbucks,3.7,102,2,coffee shop,none,"King Khalid Hospital، King Saud University, Riyadh 12372","['Thank you Mirza and co. Thanks guys. The coffee I drink here is good and refreshing (served cold) after walking in the heat. It’s a little complicated to get here, but ask for the lobby of the east building. That gets you to this Starbucks. Enjoy. Hi', 'Mirza is the best barista ever!', '5 stars bcz of Mirza 😍, nice guy']"
137,Starbucks,3.9,1354,2,coffee shop,none,"Makkah Al Mukarramah Rd, Al Mathar Ash Shamali, Riyadh 12312","['Probably the  dirtiest Starbucks I ve ever been,Staff very kind and helpful,However on a Friday morning, low flow of service, …MoreProbably the  dirtiest Starbucks I ve ever been,Staff very kind and helpful,However on a Friday morning, low flow of service,Every corner of the shop. doors, handles, walls, sofas etc. looked dirty. Pity', 'Calm environment with a very aromatic surrounding. Perfect place rewind or study', ""It's friendly atmosphere where I love to Hello to all.... Star bucks is a wonderful place to visit and have cold coffees of different ways to suite the individuals and as well as cold drinks. Well you can have a number of hot drinks also. …MoreIt's friendly atmosphere where I love to Hello to all.... Star bucks is a wonderful place to visit and have cold coffees of different ways to suite the individuals and as well as cold drinks. Well you can have a number of hot drinks also. It's auspicious place with good conducting crew members altogether where I love to spend a lot of time.""]"
138,Montreux Coffee,3.6,54,0,coffee shop,"Cosy, Casual",Riyadh 13511,"['Decent coffee but unprofessiobal staff. They are chewing gum at work, not answering customers and not caring about customers', 'Good coffee', 'Very bad, awful coffee. Bad service and bad setting.']"
139,Caribou cafe,4.2,791,2,coffee shop,none,6073، الياسمين،، Riyadh 13322,"['Well I was going to write a negative review, but the employees treated me in a professional way and given me another latte.....in other words excellent quality service.', 'I never found so beautiful design and a good environment to chill or study', 'Salted caramel ❤️']"
140,L’eto Cafe,3.7,291,0,coffee shop,"Cosy, Casual, Groups","3951-4039 Prince Muhammad Bin Abdulaziz Rd, As Sulimaniyah, Riyadh 12223 8686","[""We've tried their milk cake before and we liked it very much. We came back because the cakes display looks mouthwatering, so we wanted to try more desserts. Our order was flat white for drink, honey cake and old fashioned chocolate cake. …MoreWe've tried their milk cake before and we liked it very much. We came back because the cakes display looks mouthwatering, so we wanted to try more desserts. Our order was flat white for drink, honey cake and old fashioned chocolate cake. The coffee was bitter but average, I've tried better.The honey cake was full of cream and hazelnut which overpowered the delicate honey flavor. It was soft and moist not at all firm as a honey cake should be. Wasn't my favorite.Lastly, the chocolate cake which comes with a layer of raspberry rise filling. The cake itself was fudgy and the frosting cream was thick and delicious but the raspberry rise filling was the problem as it tasted artificial, overall very rich and heavy slice of cake we couldn't finish half of it.The ambiance was the best thing they offer, otherwise I won't visit again for the high prices and below average quality."", 'Great atmosphere and service.I had breakfast there which was delicious ( avocado toast, baked pumpkin salad and black rice salad).Coffee was average.', 'I’ve recently visited L’eto , and I have mixed feelings about the cafe. I ordered strawberry pancakes , which were doughy and undercooked  and small in serving and overpriced. The orange juice which was good but served in a lightbulb glass …MoreI’ve recently visited L’eto , and I have mixed feelings about the cafe. I ordered strawberry pancakes , which were doughy and undercooked  and small in serving and overpriced. The orange juice which was good but served in a lightbulb glass that wasn’t even filled to the top. The apple pie , doesn’t look like the traditional pie. It was sweet and tasty. The cappuccino, was delicious, although I would’ve preferred it a little stronger. The atmosphere was comfortable and calm. The service is fast and steady. The seating was comfortable. The waiters are nice and hospitable. Overall I expected serving sizes to be bigger with how the prices were in the menu, and the beverages should be way less pricey!']"
141,Starbucks,3.9,112,2,coffee shop,none,Riyadh 12341,[]
142,Starbucks,4.2,419,2,coffee shop,none,Louloua Building 2597 طريق الأمير محمد بن عبدالعزيز الرياض 12222 8028,"[""Just luv it + it's located in a dope n lit place  💜"", 'It was great experience with startbucks.There is free wifi also which helped me a lot.Worth going to startbucks', 'The coffee makers are different from one to another store, stick with your coffee maker.']"
143,CAF Cafe,3.6,1216,0,coffee shop,"Cosy, Casual, Groups","An Nakheel, Riyadh 12385","['The coffee here is actually good for a speciality cafe. The staff is super friendly and the place is cozy. They have the best cold brew in town.', ""Wow very trendy and unique spot. Got the jail chain fence running along the middle. The Saudi women on the other side and it's a unique vibe. The prices are a bit high but this is real coffee shop with full on technology and proper machines. Good brownie for 12 riyals."", 'Nice place delushes coffee many type of making the athiopian coffee friendly staff']"
144,Dip Lab cafe - for Families,4.5,809,2,coffee shop,"Cosy, Casual, Good for kids",الياسمين،، Riyadh,"['The greatest sweet I have had ever eaten before ( classic cookies )', 'They have the best dessert u should try the crep  . Perfect service love it', 'The decoration is a little too muchThe caramel lava cake is 6/10Avocado shake was tasty Prices are ok']"
145,Coffeeshop Company,3.9,351,2,cafe,"Cosy, Casual, Groups","شارع الأمير محمد بن عبد العزيز، السليمانية، As Sulimaniyah, Riyadh 12223","['Cozy, friendly staff and great coffee, prices are cheap compared with Riyadh coffee shops', 'The place was good and their chocolate late was average taste for me. Didnt taste all their coffees and shakes.', 'Good for concentration and quite place']"
146,Private Line Cafe,3.3,4,0,coffee shop,"Cosy, Casual",شارع الملك عبد العزيز - حي الرابي، Riyadh 12264,"['للأسف يسمح بالتدخين داخل المقهى وهذا أمر مزعج وغير صحي وغير حضاري.Unfortunately, smoking is allowed inside the cafe, which is annoying and make it not healthy place.', nan, nan]"
147,Onzacafe,3.6,521,2,coffee shop,"Cosy, Casual","طريق الإمام عبدالله بن سعود بن عبدالعزيز، اشبيلية،، Ishbiliyah, Riyadh 13225","['Coffee is medium not that bad', 'Great if you like your coffee strong try machyato', 'Good coffee with good service timing']"
148,Dunkin' Donuts,4.1,257,0,coffee shop,none,"As Sulimaniyah, Riyadh 12245","['Like the new renovations, better & bigger. Best donuts ever. Always great coffee that is not too heavy.', 'The guy who works there very respecful supportive and know how to make the coffee as per Dunkin Dounts standers. …MoreThe guy who works there very respecful supportive and know how to make the coffee as per Dunkin Dounts standers. Thank you for supporting even after working hours. His name is unknown but this branch very lucky to have him.', 'The taste and smell of their coffee are excellent. The large size price is good comparing to other.']"
149,J Cafe,4.2,856,0,cafe,"Outdoor seating, Cosy, Casual","Al Malqa, Riyadh 13524","['One of my favorite spots to get a coffee. I truly love the oudoor seatings.', ""The coffee was good, the ambiance was nice but my croissant didn't taste fresh."", 'Amazing coffee ,strong and rich , i had cold brew and i was just the way i like it Beautiful place …MoreAmazing coffee ,strong and rich , i had cold brew and i was just the way i like it Beautiful place But it was crowded and they allow smoking so the smell was strong I took my order and leftI would give 5 stars if it wasn’t for the smell']"
150,OCTANE speciality coffee,4.3,281,0,coffee shop,"Cosy, Casual, Groups",Riyadh 12478,"['The concept is original yes, but only as a facade. In truth, the names on the menu which refer to fuel (91, 95, etc.) are code names for other coffee types (Spanish latte, one/two shots with milk, etc., not necessarily in that order). You …MoreThe concept is original yes, but only as a facade. In truth, the names on the menu which refer to fuel (91, 95, etc.) are code names for other coffee types (Spanish latte, one/two shots with milk, etc., not necessarily in that order). You must outright ask what these code names refer to and I can’t recall, frankly. The seats are comfortable and offer a twist unique to their hybrid car-coffee concept. Clever, interesting, entertaining and quiet with good coffee, but otherwise the same coffee you would find at other quality coffee shops.', 'Amazinggg. Hands down the best specialty coffee❤️❤️❤️', 'Brew of the day, highly recommended 😍👌']"
151,So Souffle,3.9,58,0,coffee shop,"Cosy, Casual",العثيم مول، مدخل العثيم مول باب (1)، Riyadh 12839,"['They serve the best Souffle ever!', 'Good', '(Translated by Google) Very tasty but small size and the price of 14 riyalsThe place is quite small and there are chairs and tables for seating …More(Translated by Google) Very tasty but small size and the price of 14 riyalsThe place is quite small and there are chairs and tables for seating(Original)لذيذ جدا جدا لكن حجمه صغير وسعره 14 ريال المكان صغير نوعا ما ويوجد كراسي وطاولات للجلوس']"
152,% Arabica,3.8,71,0,coffee shop,"Cosy, Casual",شارع التخصصي،، Riyadh 12364,"['One of the best speciality coffee at Riyadh I tried the latte it was good ,the ice Spanish latte was delicious and their cappuccino I hoped if they could make it with skimmed milk although I would love to to tell that you have to pay more attention to your dose menu it should be special just like your coffee kindes.', 'Not open yet...', 'My favourite coffee  from Kyoto to Riyadh']"
153,مقهى دلة الورود,4.1,7,0,coffee shop,"Cosy, Casual, Groups",شارع مساعد العنقري، الورود، Riyadh 12252,"['Good', 'Nice', '(Translated by Google) Maktoum placeAdaptation is badService is bad and the staff is not good …More(Translated by Google) Maktoum placeAdaptation is badService is bad and the staff is not goodNuisance inside the shopLack of attention to cleanlinessThe sessions are a bit smallThe prices at the time of the games are slightly overpricedLack of parking in front of the shop(Original)مكان مكتوم التكيف سيئ الخدمه سيئه وتعامل الموظف غير جيد ازعاج داخل المحل عدم اهتمام بالنظافه الجلسات صغيره بعض الشيئ الاسعار وقت المباريات مبالغ فيها قليلاعدم توفر مواقف سيارات امام المحل']"
154,Java Time,4.1,307,2,coffee shop,"Late-night food, Cosy, Casual","2854 طريق ديراب الفرعي،، Al Marwah, 8409، Riyadh 14721","['Their iced tea - strawberry was loaded with so much much sugar. I expected a regular refreshing iced tea. However, I left loaded with sugar. It also was hard to find a trash can.', ""Java Time is more than just a coffee shop.\xa0 We are a haven where you can unwind and escape the hectic world beyond our doors. …MoreJava Time is more than just a coffee shop.\xa0 We are a haven where you can unwind and escape the hectic world beyond our doors.When you enter one of our stores, the fragrant aromas of some of the world's finest coffees and teas will soothe and delight you.\xa0 Come alone or with friends.\xa0 It's the perfect reward for being you!"", 'Spend time as you like while drinking']"
155,نسبريسو,4.1,18,0,coffee shop,none,برج المملكة، العليا، العليا، Riyadh 12214,"['(Translated by Google) Nespresso shop in Saudi Arabia is one of the major stores where old devices at a discount of 30% \u061c of new hardware value, workers are replaced in the exhibition at a high degree of kindness and tact (Shaheen, come on) …More(Translated by Google) Nespresso shop in Saudi Arabia is one of the major stores where old devices at a discount of 30% \u061c of new hardware value, workers are replaced in the exhibition at a high degree of kindness and tact (Shaheen, come on) the majority of types of capsules are available.Unfortunately the Unified Contact Number for all the scams does not workNespresso points of sale in malls do not have the desired capsules.There are no promotions for capsules and devices(Original)محل نسبريسو في المملكة يعد من المتاجر الرئيسية التي تستبدل فيها الأجهزة القديمة بخصم ٣٠٪\u061c من قيمة الأجهزة الجديدة، العاملين في المعرض على قدر عال من اللطافة واللباقة (شاهين، هيا) تتوفر غالبية أنواع الكبسولات. للاسف رقم الاتصال الموحد لجميع الفزوع لا يعملنقاط البيع لنسبريسو الموجودة في المولات لا تتوفر فيها الانواع المرغوبة من الكبسولات.لا يوجد عروض ترويجية للكبسولات ولا الاجهزة', '(Translated by Google) The staff were very friendly and helpful(Original) …More(Translated by Google) The staff were very friendly and helpful(Original)تعامل الموظف السعودي ممتاز جدا ومحترف', '(Translated by Google) The service was excellent and the service was excellent. thanks to him. …More(Translated by Google) The service was excellent and the service was excellent. thanks to him.(Original)فيه موظف سعودي ما أعرف اسمه، بس كانت خدمته رائعة وتعامله ممتاز. شكراً له.']"
156,Starbucks,4.0,509,2,coffee shop,none,"Al Yasmin, رقم 147،، Riyadh","['Nice place. It has family and single sections. Staff are great. Fast service. Typical Starbucks menu.  Very nice and clean. Parking most of the is available. However, it is really busy in weekends nights. The Starbucks is next to other small restaurants and supermarket.', 'Best branch in all Riyadh. Their coffee makes you feel really happy 😆', 'This place is good if you want somw time to relax and enjoy coffee (hot or cold? ☺️']"
157,The Coffee Bean & Tea Leaf,5.0,2,2,coffee shop,none,"QJ84+F7 Hittin, Riyadh 24.7661342, 46.6057198","['I like the black coffee 👌😋', '(Translated by Google) One of the tastiest kiosks selling coffee and ornaments in Boulevard Riyadh …More(Translated by Google) One of the tastiest kiosks selling coffee and ornaments in Boulevard Riyadh(Original)من الذ اكشاك بيع القهوة والحلى في بوليفارد الرياض']"
158,Starbucks,3.8,27,2,coffee shop,none,Riyadh 12331,"['Sub standard Starbucks, very unfriendly staff. Very long prayer breaks and pathetic service. Would not recommend.', 'Standard Starbucks coffee', 'Perfect 👌   💙💙💙💙']"
159,ماماروتي كافيه,4.2,6,0,coffee shop,"Cosy, Casual, Groups",برج المملكة، العليا، العليا، Riyadh 12214,"['(Translated by Google) I have coffee and a variety of ornaments(Original) …More(Translated by Google) I have coffee and a variety of ornaments(Original)متوفر انواع من القهوة و تشكيلة من الحلى', nan, nan]"
160,Meeting Time,3.8,17,0,coffee shop,"Casual, Groups","Prince Nawaf Ibn AbdulAziz, Umm Al Hamam Al Gharbi, Riyadh 12329","['Great place for coffee, playing pool and juices. Friendly staff. …MoreGreat place for coffee, playing pool and juices. Friendly staff. Easygoing. ', 'Adma', ""(Translated by Google) There is no common link between the services provided and the name of the place because the address is the time of the meeting and if you entered a room where there are two tables Billiards and two tables Ferrera and …More(Translated by Google) There is no common link between the services provided and the name of the place because the address is the time of the meeting and if you entered a room where there are two tables Billiards and two tables Ferrera and at the corner buffet mother's case and the condition of the two bahali bazaar Bahalzawy and the only Shi to me I regret Lin now because I was the question is how to enter the buffet worker to the headquarters Its work because I saw a corner and I saw an aluminum panel that has no entrance and is installed on the ground and the pin is fixed on the top of the aluminum plate. I expect it is a bulletproof type and it has a small opening. God expands the sandwich. Important advice to people from the area. Do not think that you have gone.(Original)لا يوجد أي رابط مشترك بين الخدمات المقدمة وإسم المكان لأن العنوان وقت اللقاء واذا دخلت شفت صالة فيها طاولتين بلياردو وطاولتين فريرا وبالزاوية بوفيه حالة أمها حالة وحاشرين بنقالي بهالزاوية والشي الوحيد الي أنا نادم لين الحين لأني ما سويته هو السؤال عن طريقة دخول عامل البوفيه إلى مقر عمله لأني شفت زاوية وشفت لوح من الألومنيوم لا يوجد به أي مدخل ومثبت على الأرض والقزاز المثبت أعلى لوح الألومنيوم أتوقع انه من النوع المضاد للرصاص وفيه فتحة صغيرة ي الله توسع الساندوتش يطلع منها المهم نصيحتي للأشخاص الي من برا المنطقة لا تفكروا تروحوا هالمكان المعفن""]"
161,PAUL Bakery & Restaurant,4.3,153,3,cafe,"Cosy, Casual, Good for kids","6137 King Abdul Aziz Rd, Exit 5، Riyadh 13312 2851","['Paul one of the best restaurants, never had a bad food or service.', 'Best restorant ever! In different countries they still keep their great taste and quality. This branch have fast service and comfort location. Their bread and sweets as well amazing!', 'The place is generally good. But the service varies depending on the waiters available']"
162,Java Time,4.4,1812,2,coffee shop,"Late-night food, Outdoor seating, Cosy","Imam Saud Bin Abdulaziz Bin Mohammed Rd, Riyadh 12364","['Excellent cafe for coffee, tea and desserts. I would recommend their French vanilla latte which is similar to Tim Hortons French vanilla latte. It is a nice place to chill out, meet friends and relax. Not to be confused with java cafe.', ""Really it's a nice branch in three floors with a roof terrace. Quiet and cozy atmosphere, good service and coffee blend is great as usual."", 'A fairly large place, with three floors! A quite atmosphere and really comfortable cheers. It is the kind of place that is great to meet up with friends. …MoreA fairly large place, with three floors! A quite atmosphere and really comfortable cheers. It is the kind of place that is great to meet up with friends. The beverages are great and not too pricey! They do have some good sandwiches too. It has enough parking lots. All in all it is great place!']"
163,Tones Coffee - قهوة تونز,4.7,133,0,coffee shop,"Cosy, Casual, Groups","24.814140, 46.653723","['I had great time there, classy place to spend time with great coffee, i had little chit chat with the owner, he was very polite and very cooperative to my notes and feedbacks. …MoreI had great time there, classy place to spend time with great coffee, i had little chit chat with the owner, he was very polite and very cooperative to my notes and feedbacks. Ill definitely comeback again.', 'Nice place for lite meeting, studying, or evening enjoying your coffee alone. High quality products and helpful staff at amazing price', 'I started coming  to this place since their soft opening and now after the grand opening it is more cozy and visually impressive in terms of the decoration. …MoreI started coming  to this place since their soft opening and now after the grand opening it is more cozy and visually impressive in terms of the decoration. For decoration they deserve 5 stars due to simplicity and colour matching except the tables and chairs as I do believe it would be even better with darker woods.As for the drinks they deserve 4.7 as their poor over as well as their coffee of the day are standing on very good level alongside other speciality cafes. Not a busy place though. Wish them all the best.']"
164,illy Caffe,4.2,213,2,coffee shop,"Late-night food, Breakfast, Cosy","Prince Abdulaziz Ibn Musaid Ibn Jalawi St, As Sulimaniyah, Riyadh 12234","[""I've only tried the hot chocolate and it's great.Lovely place, would recommend."", 'Over priced.. Tsste not tht woow.. Coffee is not tht special..', 'Amazing ambiance.And Ronlado is a very friendly and courteous man. …MoreAmazing ambiance.And Ronlado is a very friendly and courteous man.Loved that place']"
165,Krispy Kreme,4.0,2,2,coffee shop,none,"Prince Faisal Bin Turki Bin Abdulaziz St, Riyadh 12612","[nan, nan]"
166,Java Time,2.0,1,0,coffee shop,"Cosy, Casual","As Sulimaniyah, Riyadh 12241",['(Translated by Google) His location is very bad and his entry is difficult(Original)موقعه سيئ جدا والدخول له صعب']
167,قهوة الطريق,4.3,83,0,coffee shop,"Breakfast, Casual, Good for kids","6686 Al Urubah Rd, Riyadh 14528","['I loved the cookies, it tastes really good. but the coffee it taste like if it was burned, i didnt like the coffee, i hope you guys can fix it.', 'If you like your coffee strong try machyato', 'Best Nervana in town 👍  ']"
168,Gloria Jeans Coffees - king fahed Road - Al Anoud,4.5,10,0,coffee shop,none,Riyadh 12214,"['Gloria jeans coffee is amazing', '(Translated by Google) The shops are well appointed, comfortable and excellent(Original)المحال مرتب ومريح وكافي ممتاز', '(Translated by Google) Like(Original)اعجبني']"
169,كرسبي كريم أطياف مول- Krispy Kreme Atyaf Mall,4.2,11,2,coffee shop,none,"الامام سعود بن عبدالعزيز بن محمد، Al Yarmuk, Riyadh 13243","['The employee kept messing up my order and spilling it all over and didn’t even bother to make me a new cup. Once i got my order the coffee was too sweet and it tasted burnt.', 'Of course my favorite doughnut.', 'Good place']"
170,dr.CAFE COFFEE,3.7,272,2,coffee shop,none,"Building 12, STC Compound، Riyadh 12464","['Nice and quite place. Good coffee as well.', 'in terms of taste, it is among the best coffee houses in riyadh but if the staff is not happy, they will not give good service, same happen here. the management is very bad with staff, the staff is bad with the customer. need to replace middle and top management.', 'Best milk coffee']"
171,BIG TUMMY,4.3,17,0,coffee shop,"Breakfast, Casual, Good for kids","Makkah Al Mukarramah Branch Road, Al Mathar Ash Shamali, Riyadh 12312","['(Translated by Google) Great place and treated the most wonderful staff. Pancake tastes delicious and crispy. Just pay attention to the quality of the fruit only. I will repeat the visit for sure. …More(Translated by Google) Great place and treated the most wonderful staff. Pancake tastes delicious and crispy. Just pay attention to the quality of the fruit only. I will repeat the visit for sure.(Original)مكان رائع وتعامل اروع من الموظفين. البانكيك طعمه لذيذ ومقرمش. فقط الاهتمام بجودة الفاكهه فقط . راح اكرر الزيارة بالتاكيد .', '(Translated by Google) The service is great and the cleanliness of the place is very excellent and the girls are honey today I have them, and God bless them, Lord, and repeat the experience, God willing, and good luck to the shop owners. …More(Translated by Google) The service is great and the cleanliness of the place is very excellent and the girls are honey today I have them, and God bless them, Lord, and repeat the experience, God willing, and good luck to the shop owners.(Original)الخدمة أكثر من رائعة ونظافة المكان ممتازة جدا و البنات عسل اليوم كنت عندهم😍والله يوفقهم يا رب❤️ و بكرر التجربة ان شاء الله❤️ و بالتوفيق لأصحاب المحل ❤️', '(Translated by Google) Very tasty, very pricey, very convenient, comfortable place, friendly staff, friendly staff, mini-banck and beige tammy mk ❤ …More(Translated by Google) Very tasty, very pricey, very convenient, comfortable place, friendly staff, friendly staff, mini-banck and beige tammy mk ❤(Original)لذيذذذذذذ مره واسعارهم جدا مناسبه والمكان مريح والموظفين مرهه حليلين الذ شي عندهم الميني بانكيك والبيج تامي مكس ❤']"
172,%10,4.0,103,0,coffee shop,"Cosy, Casual","7468 Abi Bakr Al Siddig Road, Riyadh 13316","['I never drink coffee but i can see how great is this place and how special is there coffee Because of someone told me before that they import there coffee all the way from …MoreI never drink coffee but i can see how great is this place and how special is there coffee Because of someone told me before that they import there coffee all the way from other countries just to make sure of the quality And now i see that its a  perfect mix between  the good quality and the perfect prices I am very sure that behind this place is a good management', 'The staff are soooo friendly and I love their coffee', 'Small and cute, I guess I liked the fact that the 10% is meant for charity donations 👍  . …MoreSmall and cute, I guess I liked the fact that the 10% is meant for charity donations 👍  .It’s not comfortable to stay in but great “take away” coffee']"
173,عطارة ضوء القماري,4.4,16,0,coffee shop,"Cosy, Casual","Unnamed Road, الملك فهد،، Riyadh 12262","['(Translated by Google) The place is better than the other excellent deal but the price is taken as high as other stores beside him but the quality of the products they have somewhat good to confirm the owner of the shop it brings the best …More(Translated by Google) The place is better than the other excellent deal but the price is taken as high as other stores beside him but the quality of the products they have somewhat good to confirm the owner of the shop it brings the best and I know God(Original)المكان مرتب افضل من غيره التعامل ممتاز لكن يؤخذ عليه الاسعار مرتفعة مثل باقي المحلات الاخرى بجنبه ولكن نوعية المنتجات لديهم جيدة نوعا ما لتأكيد صاحب المحل انه يجلب الأفضل والله اعلم', '(Translated by Google) Excellent and sweet prices(Original)ممتااااز واسعار حلوه', '(Translated by Google) The goods and service are excellent(Original)البضاعة والخدمة ممتازة']"
174,The Bench ذي بنش,4.0,218,0,coffee shop,"Cosy, Casual, Groups","Imam Saud Bin Abdulaziz Bin Mohammed Rd, An Nakheel, Riyadh 12381","['Cold Brew, iced flat white with extra shot are good. Almond cookie is a must 😋', 'Decent coffee. Good cold brew. Good place to get some work done.', 'The place is cozy and quiet. Suitable for working, studying or long conversations with friends. The coffee is good but overpriced considering the cup sizes. limited menu of sweets and prices are too high as well compared to other cafes and portions.']"
175,illy Caffe‎,3.8,845,2,coffee shop,"Late-night food, Breakfast, Cosy","Northern Ring Branch Rd, Al Ghadir، Riyadh 13311","[""It's very lovely and adorable place to start your morning with specially if you choose the terrace area with beautiful garden walls and piano melodies. The cafe is cosy, neat and run by amazing staff with big smiles and frindly behaviours. …MoreIt's very lovely and adorable place to start your morning with specially if you choose the terrace area with beautiful garden walls and piano melodies. The cafe is cosy, neat and run by amazing staff with big smiles and frindly behaviours. Sure I will visit this cafe many times near future!"", 'Good Service. Nice atmosphere', ""Very nice coffee Need only to be more faster But it's ok you have to wait for a great coffee 😘😘""]"
176,Ounce speciality cafe,4.3,630,1,cafe,"Cosy, Casual",Prince Saud bin Mohammed bin Mogren، Riyadh 13247,"['Milk super hot, not much place to sit, drinks are in take away cups only.. nice decoration though not the place for me', ""When you sea high Rafting, usually because it is really good or because it is cheap. This cafe has cheap prices but the coffee wasn't good. I had chemix with Colombian beans"", 'Great quality! In particular the iced pistachio latte is great.']"
177,Wayne's Coffee,4.0,427,2,cafe,"Cosy, Casual, Groups","Prince Sultan Bin Abdulaziz Rd, Al Mathar Ash Shamali, Riyadh 12222","['I really love this coffee it’s the best! ❤️', 'Good place to read or work but not the best coffee options', 'One of my absolute favorite places! The coffee is good the cakes are yummy and the atmosphere is so chill. I like to study there they have comfortable seats and good lighting']"
178,Java Time,4.2,166,2,coffee shop,"Late-night food, Casual, Groups","Ibn An Nassir, Riyadh 12274","['commercial coffee which is not bad but the seating is good and comfy.', 'Acceptable coffee', 'My favorite everytime']"
179,Java Time,4.4,1388,2,coffee shop,"Breakfast, Cosy, Casual","طريق الملك عبدالعزيز،, Riyadh 11517","['I like the enviroment more than the coffee which is not bad after all', 'A great cafe to stay and hangout with your friends. Great coffee staff are professional great selection of drinks and coffee to choose from. Not that expensive comparing to other cafes in the region. But after all a great place to hangout', 'Seating venue is quite and elegant. Prices are good.']"
180,فندق تنفيذيين العلياExecutives Olaya Hotel,4.0,1833,0,coffee shop,none,"سنتر بوينت، Olaya Street,2299-12244 Beside Al Aqaria Plaza and، Riyadh",[]
181,Kiva Han Coffee,3.7,2055,2,cafe,"Cosy, Casual, Groups",التعاون، 7862 طريق عثمان بن عفان الفرعي،، Riyadh 12478,"['Coffee is good Need bigger and higher tables with chairs for people who like to read and write. …MoreCoffee is good Need bigger and higher tables with chairs for people who like to read and write. Bathrooms are a true disaster. Very very dirty, no tissues, no soap, and broken trash can lid. I wouldn’t go again especially with children who might need to use the bathroom.  There are many places with same coffee quality', 'Perfect during daytime, had the hazelnut coffee with reduced sweetness. I liked it a lot. Good to work on with your group or chill with friends.', 'Great coffee, great ambience interior setup and great internet. Top things needed for a good cafe']"
